2008,NC,5,A,2.1,3.5
2008,NC,5,A,2.1,3.5
2008,NC,5,A,2.1,3.5
2008,NC,5,A,2.1,3.5
2008,NC,5,A,2.1,3.5
2008,NC,5,A,2.1,3.5
2008,NC,5,A,2.1,3.5
2008,NC,5,A,2.1,3.5
2008,NC,5,A,2.1,3.5
2008,NC,5,A,2.1,3.5
2008,NC,5,A,2.1,3.5
2008,NC,5,A,2.1,3.5
2008,NC,5,A,2.1,3.5
2008,NC,5,A,2.1,3.5
2008,NC,5,A,2.1,3.5
2008,NC,5,A,2.1,3.5
2008,NC,5,A,2.1,3.5
2008,NC,5,A,2.1,3.5
2008,NC,5,A,2.1,3.5
2008,NC,5,A,2.1,3.5
2008,NC,5,A,2.1,3.5
2008,NC,5,A,2.1,3.5
2008,NC,5,A,2.1,3.5
2008,NC,5,A,2.1,3.5
2008,NC,5,A,2.1,3.5
2008,NC,5,A,2.1,3.5
2008,NC,5,A,2.1,3.5
2008,NC,5,A,2.1,3.5
2008,C,5,B,3.1,4.2
2008,C,5,B,3.1,4.2
2008,C,5,B,3.1,4.2
2008,C,5,B,3.1,4.2
2008,C,5,B,3.1,4.2
2008,C,5,B,3.1,4.2
2008,C,5,B,3.1,4.2
2008,C,5,B,3.1,4.2
2008,C,5,B,3.1,4.2
2008,C,5,B,3.1,4.2
2008,C,5,B,3.1,4.2
2008,C,5,B,3.1,4.2
2008,C,5,B,3.1,4.2
2008,C,5,B,3.1,4.2
2008,C,5,B,3.1,4.2
2008,C,5,B,3.1,4.2
2008,C,5,B,3.1,4.2
2012,NC,5,A,2.1,3.5
2012,NC,5,A,2.1,3.5
2012,NC,5,A,2.1,3.5
2012,NC,5,A,2.1,3.5
2012,NC,5,A,2.1,3.5
2012,NC,5,A,2.1,3.5
2012,NC,5,A,2.1,3.5
2012,NC,5,A,2.1,3.5
2012,NC,5,A,2.1,3.5
2012,NC,5,A,2.1,3.5
2012,NC,5,A,2.1,3.5
2012,NC,5,A,2.1,3.5
2012,NC,5,A,2.1,3.5
2012,NC,5,A,2.1,3.5
2012,NC,5,A,2.1,3.5
2012,NC,5,A,2.1,3.5
2012,NC,5,A,2.1,3.5
2012,NC,5,A,2.1,3.5
2012,NC,5,A,2.1,3.5
2012,NC,5,A,2.1,3.5
2012,NC,5,A,2.1,3.5
2012,NC,5,A,2.1,3.5
2012,NC,5,A,2.1,3.5
2012,NC,5,A,2.1,3.5
2012,NC,5,A,2.1,3.5
2012,NC,5,A,2.1,3.5
2012,NC,5,A,2.1,3.5
2012,NC,5,A,2.1,3.5
2012,C,5,B,3.1,4.2
2012,C,5,B,3.1,4.2
2012,C,5,B,3.1,4.2
2012,C,5,B,3.1,4.2
2012,C,5,B,3.1,4.2
2012,C,5,B,3.1,4.2
2012,C,5,B,3.1,4.2
2012,C,5,B,3.1,4.2
2012,C,5,B,3.1,4.2
2012,C,5,B,3.1,4.2
2012,C,5,B,3.1,4.2
2012,C,5,B,3.1,4.2
2012,C,5,B,3.1,4.2
2012,C,5,B,3.1,4.2
2012,C,5,B,3.1,4.2
2012,C,5,B,3.1,4.2
2012,C,5,B,3.1,4.2
2013,NC,5,A,2.1,3.5
2013,NC,5,A,2.1,3.5
2013,NC,5,A,2.1,3.5
2013,NC,5,A,2.1,3.5
2013,NC,5,A,2.1,3.5
2013,NC,5,A,2.1,3.5
2013,NC,5,A,2.1,3.5
2013,NC,5,A,2.1,3.5
2013,NC,5,A,2.1,3.5
2013,NC,5,A,2.1,3.5
2013,NC,5,A,2.1,3.5
2013,NC,5,A,2.1,3.5
2013,NC,5,A,2.1,3.5
2013,NC,5,A,2.1,3.5
2013,NC,5,A,2.1,3.5
2013,NC,5,A,2.1,3.5
2013,NC,5,A,2.1,3.5
2013,NC,5,A,2.1,3.5
2013,NC,5,A,2.1,3.5
2013,NC,5,A,2.1,3.5
2013,NC,5,A,2.1,3.5
2013,NC,5,A,2.1,3.5
2013,NC,5,A,2.1,3.5
2013,NC,5,A,2.1,3.5
2013,NC,5,A,2.1,3.5
2013,NC,5,A,2.1,3.5
2013,NC,5,A,2.1,3.5
2013,NC,5,A,2.1,3.5
2013,C,5,B,3.1,4.2
2013,C,5,B,3.1,4.2
2013,C,5,B,3.1,4.2
2013,C,5,B,3.1,4.2
2013,C,5,B,3.1,4.2
2013,C,5,B,3.1,4.2
2013,C,5,B,3.1,4.2
2013,C,5,B,3.1,4.2
2013,C,5,B,3.1,4.2
2013,C,5,B,3.1,4.2
2013,C,5,B,3.1,4.2
2013,C,5,B,3.1,4.2
2013,C,5,B,3.1,4.2
2013,C,5,B,3.1,4.2
2013,C,5,B,3.1,4.2
2013,C,5,B,3.1,4.2
2013,C,5,B,3.1,4.2
2014,NC,5,A,2.1,3.5
2014,NC,5,A,2.1,3.5
2014,NC,5,A,2.1,3.5
2014,NC,5,A,2.1,3.5
2014,NC,5,A,2.1,3.5
2014,NC,5,A,2.1,3.5
2014,NC,5,A,2.1,3.5
2014,NC,5,A,2.1,3.5
2014,NC,5,A,2.1,3.5
2014,NC,5,A,2.1,3.5
2014,NC,5,A,2.1,3.5
2014,NC,5,A,2.1,3.5
2014,NC,5,A,2.1,3.5
2014,NC,5,A,2.1,3.5
2014,NC,5,A,2.1,3.5
2014,NC,5,A,2.1,3.5
2014,NC,5,A,2.1,3.5
2014,NC,5,A,2.1,3.5
2014,NC,5,A,2.1,3.5
2014,NC,5,A,2.1,3.5
2014,NC,5,A,2.1,3.5
2014,NC,5,A,2.1,3.5
2014,NC,5,A,2.1,3.5
2014,NC,5,A,2.1,3.5
2014,NC,5,A,2.1,3.5
2014,NC,5,A,2.1,3.5
2014,NC,5,A,2.1,3.5
2014,NC,5,A,2.1,3.5
2014,C,5,B,3.1,4.2
2014,C,5,B,3.1,4.2
2014,C,5,B,3.1,4.2
2014,C,5,B,3.1,4.2
2014,C,5,B,3.1,4.2
2014,C,5,B,3.1,4.2
2014,C,5,B,3.1,4.2
2014,C,5,B,3.1,4.2
2014,C,5,B,3.1,4.2
2014,C,5,B,3.1,4.2
2014,C,5,B,3.1,4.2
2014,C,5,B,3.1,4.2
2014,C,5,B,3.1,4.2
2014,C,5,B,3.1,4.2
2014,C,5,B,3.1,4.2
2014,C,5,B,3.1,4.2
2014,C,5,B,3.1,4.2
2015,NC,5,A,2.1,3.5
2015,NC,5,A,2.1,3.5
2015,NC,5,A,2.1,3.5
2015,NC,5,A,2.1,3.5
2015,NC,5,A,2.1,3.5
2015,NC,5,A,2.1,3.5
2015,NC,5,A,2.1,3.5
2015,NC,5,A,2.1,3.5
2015,NC,5,A,2.1,3.5
2015,NC,5,A,2.1,3.5
2015,NC,5,A,2.1,3.5
2015,NC,5,A,2.1,3.5
2015,NC,5,A,2.1,3.5
2015,NC,5,A,2.1,3.5
2015,NC,5,A,2.1,3.5
2015,NC,5,A,2.1,3.5
2015,NC,5,A,2.1,3.5
2015,NC,5,A,2.1,3.5
2015,NC,5,A,2.1,3.5
2015,NC,5,A,2.1,3.5
2015,NC,5,A,2.1,3.5
2015,NC,5,A,2.1,3.5
2015,NC,5,A,2.1,3.5
2015,NC,5,A,2.1,3.5
2015,NC,5,A,2.1,3.5
2015,NC,5,A,2.1,3.5
2015,NC,5,A,2.1,3.5
2015,NC,5,A,2.1,3.5
2015,C,5,B,3.1,4.2
2015,C,5,B,3.1,4.2
2015,C,5,B,3.1,4.2
2015,C,5,B,3.1,4.2
2015,C,5,B,3.1,4.2
2015,C,5,B,3.1,4.2
2015,C,5,B,3.1,4.2
2015,C,5,B,3.1,4.2
2015,C,5,B,3.1,4.2
2015,C,5,B,3.1,4.2
2015,C,5,B,3.1,4.2
2015,C,5,B,3.1,4.2
2015,C,5,B,3.1,4.2
2015,C,5,B,3.1,4.2
2015,C,5,B,3.1,4.2
2015,C,5,B,3.1,4.2
2015,C,5,B,3.1,4.2
2016,NC,5,A,2.1,3.5
2016,NC,5,A,2.1,3.5
2016,NC,5,A,2.1,3.5
2016,NC,5,A,2.1,3.5
2016,NC,5,A,2.1,3.5
2016,NC,5,A,2.1,3.5
2016,NC,5,A,2.1,3.5
2016,NC,5,A,2.1,3.5
2016,NC,5,A,2.1,3.5
2016,NC,5,A,2.1,3.5
2016,NC,5,A,2.1,3.5
2016,NC,5,A,2.1,3.5
2016,NC,5,A,2.1,3.5
2016,NC,5,A,2.1,3.5
2016,NC,5,A,2.1,3.5
2016,NC,5,A,2.1,3.5
2016,NC,5,A,2.1,3.5
2016,NC,5,A,2.1,3.5
2016,NC,5,A,2.1,3.5
2016,NC,5,A,2.1,3.5
2016,NC,5,A,2.1,3.5
2016,NC,5,A,2.1,3.5
2016,NC,5,A,2.1,3.5
2016,NC,5,A,2.1,3.5
2016,NC,5,A,2.1,3.5
2016,NC,5,A,2.1,3.5
2016,NC,5,A,2.1,3.5
2016,NC,5,A,2.1,3.5
2016,C,5,B,3.1,4.2
2016,C,5,B,3.1,4.2
2016,C,5,B,3.1,4.2
